Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
5375,B000H27K86,A15NLNWAI85ADQ,Fourstar,2,3,1,1331251200,MSG garbage,"THis product (which i am not allowed to return) has ingrediants of salt, spices, hydrolysed soy protein, that last item is the common industry con for adding msg to your food. Every soup on your grocers shelf contains msg, but, i digress. So, the third ingrediant is a form of MSG, further down the ingrediant list is proudly displayed ... Monosodium Gludamate, ...MSG. This does not add spice to your food, it stimulats your tongue into feeling that the food tastes good, when IT DOES NOT. MSG can make dogfood taste like hamburger. anyone who thinks this is making their food taste cajun may be serving ALPO.  Tones and Durkee (sp) do not contain MSG, I prefer Tones!<br /><br />I have 8 eight ounce cans of this stuff.. would anybody like to buy some hamburger from me?"
5376,B000H27K86,AZM08HKKZ03NU,DeeCheJon,0,0,1,1342310400,Dissappointed!!! WILL NEVER BUY AGAIN!!!,"I bought this seasoning because Amazon stopped selling the 12 count Konriko cajun seasoning so this was the one they had in a 12 count.  I bought it thinking it would be similar to the Konriko, BOY WAS I WRONG!!!<br /><br />First of all like another reviewer said some of the ingredients are as follows:  hydrolyzed soy protein, and Partially hydrogenated cottonseed and soy bean oil.  I was completely stumped as to why these two ingredients were necessary in a spice blend mix.  Now I know why with the hydrolyzed soy protein; as the other reviewer stated it's a industry way of adding MSG.  Well why in the world do we need that and what's up with the HYDROGENATED SOY BEAN AND COTTONSEED OIL!!!!  BESIDE IT BEING BAD FOR YOUR HEALTH IT CAUSES THE PRODUCT TO CAKE AND CLUMP.  I steer clear of products with hydrogenated oils in them.  An even though this may not have many trans fat an accumulation over time is what makes this deceptively bad for your health.  When I purchased this last year they did not have the ingredients listed in the description, now it is.  I think that AMAZON as a regular practice should require all food products/company's to list the ingredients of their product to sell on their site.  WHY WAIT UNTIL THE CUSTOMER PURCHASE IT TO FIND OUT???!!!  I don't think this is a customer friendly practice!!!!<br /><br />Not a good buy IMO.  I found my Konriko at another site and will be purchasing it from there; unless AMAZON brings it back at a 12 count offer; otherwise to buy one at $8 and $4.99 s/h is just way over priced and highway robbery!!!!"
5393,B00622CYVS,AD5HN0UM4QO6M,M. Sanchez,3,3,2,1251676800,"Love the Earth's Best brand usually, but...","I agree with a previous reviewer - when it comes to the dinners (just about all of the Earth's Best choices) they are watery and SWEET.  Apples (or some other fruit) in just about everything, and the first ingredient is nearly always water.  I've decided to stay away from these as much as possible and purchase protein-containing dinners from another jarred brand (or mixing my own).  I'd really rather not nurture a sweet tooth at such a young age!<br /><br />The Earth's Best fruits and vegetables for the most part are great - just check the label to make sure water isn't the first ingredient listed (I just love how baby food will have water listed first but then some kind of flour added as well to thicken it up)."
5394,B00622CYVS,A8PP8NPRJSAKO,Brazilian Jazzaholic!,2,2,2,1326326400,Not a fan of BPA in baby food jar lids,"As I have with all other Earth's Best jarred baby food, I won't be purchasing these Dinners for my baby because the jar lids contain BPA.  I contacted Earth's Best's consumer relations dept. personally, and the representative read me a prepared statement saying that the epoxy resin that lines Earth's Best baby food jar lids contains ""trace amounts"" of BPA, but it ""doesn't come into direct contact with the food.""  That kind of lukewarm response wasn't enough to put my concerns about BPA to rest ... after all, packaged food is jostled-around so much during shipping that these jars could spend days upside down, with the food resting directly on the jar lids.  So I guess I'll have to pass on these jarred Dinners for now.  (The Earth's Best rep did say that they were doing ""accelerated testing"" of BPA-free alternatives for lining their baby food jars).<br /><br />This is such a shame, because Earth's Best is the only company that makes organic, pre-packaged Stage 2 complete meals (e.g., with meat/protein, veggies & carbs/starch) in PUREE form.  All the other organic baby food manufacturers, such as Plum, Sprout, Ella's Kitchen, etc., only make Stage 3 meals, in chunky form.  Earth's Best does make some baby food in BPA-free squeeze pouches, but that doesn't include its Dinner line.  I was hoping to be able to expose my little-one to a wider variety of flavors and well-balanced meals while still at the puree stage.  But I guess I'll have to wait until she's old enough for Stage 3 chunky meals, or make her baby food myself.  (Virtually impossible for this super-busy and domestically-challenged mom, LOL!)"
5395,B00622CYVS,A3V4WZ67HJD0BO,"CM ""CM""",6,8,1,1245369600,earth's best dinners-- way too runny,"I ordered this from Amazon and they were pure liquid. Like water. I did not feel at all comfortable feeding them to my daughter. Amazon customer service, however, was awesome and gave me a full refund"
5396,B00622CYVS,A19LNAWX0QZGO9,Mariya I. Pustovalova,1,1,1,1325980800,some of the flavors stink of mold,Bought this after reading the good reviews - not sure if it has to do only with my package but rice and lentil mix literally has a smell of mold. I actually opened two containers to make sure it wasn't just my nose playing tricks on me. I love this brand and I am very disappointed.
5405,B00622CYVS,ASEAKR59G0SLT,"Reviewer ""Jason""",0,0,2,1329782400,Product is good; Amazon fulfillment is poor,"Amazon normally does a fantastic job getting product out to me in great shape and on-time, but, I guess this is one product that they can not.<br /><br />Several jars had compromised seals and so we had to immediately throw them out.  I wish I could order this by mail but it seems this is one item we'll need to go to the grocery store for."
5420,B00622CYVS,A2FCB8C3BXOOAI,S. Gilstrap,1,2,2,1250726400,Not my favorite product.,"I was excited to try this product after reading all of the good reviews. I wasn't really impressed when my son tried the food. The consistency was WAY too thin, and my son would hardly eat the whole jar. I would recommend making your own baby food, or use the Gerber organic."
5423,B00622CYVS,A17ASMX6QMO6XY,E. Harvill,0,1,2,1277424000,Not so tasty...,"My baby didn't seem into these dinners, so I tried them. They're not terrible, but not good either. We'll stick with the EB fruits and veggies until she's ready for table foods."
5426,B00622CYVS,A2NYT3UXUTBY23,C&GHoll,1,3,2,1249603200,Wrong item shipped,"We ordered the Earth's best 2nd dinner variety pack along with the fruit variety pack.  We got the fruit variety pack and an oatmeal and fruit variety pack, not the dinner pack.  Found out we can't return the item, either.  We will try the Amazon phone help, but if all else fails maybe my little one will like this stuff..."
5427,B00622CYVS,A3EPC08TVAPA0N,Krissia,0,3,1,1340582400,Waste of time.,My baby loves this food.  At whole foods they sell the same flat for 10.99 and thats retail.  I ordered this and just received it today.  I hadn't even opened package and I could smell a rotten smell coming from box. I opened it to find jar smashed and mold everywhere! I'm so disgusted and can't believe I waited over a week for this to arrive.  What a waste of my time.  The worst part is I ordered the fruit flat as well and also a broken jar and rotten mold everywhere.  I don't get how this happens the  shipping box isn't dented or damaged neither is the flat box.  So what someone packaged and sent a smashed and rotting shipment? Not a happy customer!
5428,B00622CYVS,A6A2ANBK76EV2,"Brian ""reviewer""",6,15,1,1284163200,Agree with the other reviewers,"Don't let the ""Earth's Best"" name fool you .. as stated in multiple reviews here - CHECK THE INGREDIENTS!  No wonder so many positive reviews here have the same theme, ""My kids will only eat Earth's Best!"" .. Well that's because they are all SWEETENED, which is one of the worst things you can feed to your child regularly.  They WILL develop a sweet tooth QUICKLY, and will start rejecting pure vegetables / other good things because of this.  There is no need to inject applesauce or other sweeteners into other foods.  That's just shameful, and there is only one reason for it - so the child will eat it and only want this brand.<br /><br />Best advice - if you must buy pre-made food, be sure the ingredients are just the main ingredient(s) and (if needed) water.  That's it.  Don't buy a vegetable that has ""applesauce"" or another silly ingredient added just to make the child love it and want that brand because it's sweetened.<br /><br />Shame on Earth's Best as a company.  Kudos to their marketing department for creating a name whereas consumers will automatically be drawn to them because they think it's a great product based solely on the name."
5431,B004QK5J8S,A3SYC7CQSP19BS,Stephen J. Kraft,6,6,1,1318723200,We poured ours out,"Google ""propylene glycol"" to find out why.  I bought this product, along with several others, without running the ingredients by my wife first (a nurse of 30 years) she<br />was surprised when she noticed it.. we went a googling, and poured my $50 order down the drain afterwards.  There's ""pure"" and then there's ""not so much"".....<br /><br />from the website:  [...]<br /><br />Propylene Glycol<br /><br />A cosmetic form of mineral oil found in automatic brake and hydraulic fluid and industrial antifreeze. In the skin and hair, propylene glycol works as a humescent, which causes retention of moisture content of skin or cosmetic products by preventing the escape of moisture or water. The Material Safety Data Sheet warns users to avoid skin contact with propylene glycol as this strong skin irritant can cause liver abnormalities and kidney damage.<br />Also used in:<br /><br />  Tyre sealant<br />  Rubber cleaner<br />  De-icer<br />  Stain removers<br />  Fabric softener<br />  Degreaser<br />  Paint<br />  Adhesive<br />  Wallpaper stripper<br /><br />I wrote the company about this concern and they never responded...."
